row_index,Name,Cluster
31334,Raj Iyer,5
31335,Aditya Deshmukh,2
31336,Pooja Kapoor,5
31337,Rohan Deshmukh,5
31338,Pooja Reddy,1
31339,Varun Pillai,2
31340,Varun Iyer,3
31341,Aditi Sharma,5
31342,Aditya Agarwal,2
31343,Aarav Kapoor,6
31344,Arjun Menon,6
31345,Riya Patel,5
31346,Meera Menon,6
31347,Sneha Bhat,2
31348,Diya Nair,0
31349,Priya Chopra,1
31350,Aditya Singh,5
31351,Vihaan Gupta,4
31352,Rohan Bhat,0
31353,Diya Das,6
31354,Isha Kapoor,6
31355,Vihaan Kapoor,1
31356,Aditya Patel,1
31357,Sneha Reddy,6
31358,Ananya Kapoor,2
31359,Raj Menon,5
31360,Sneha Gupta,5
31361,Aarav Deshmukh,3
31362,Pooja Rao,4
31363,Varun Joshi,0
31364,Nikhil Pillai,4
31365,Aarav Singh,1
31366,Meera Reddy,4
31367,Priya Mehta,6
31368,Rohan Reddy,0
31369,Vihaan Mehta,6
31370,Sneha Bhat,1
31371,Meera Rao,5
31372,Ananya Joshi,1
31373,Pooja Mehta,2
31374,Aditi Rao,6
31375,Arjun Deshmukh,6
31376,Ananya Kapoor,3
31377,Riya Iyer,5
31378,Sahil Agarwal,0
31379,Ananya Das,5
31380,Aarav Agarwal,5
31381,Nikhil Joshi,5
31382,Sahil Nair,1
31383,Raj Bose,0
31384,Ananya Singh,6
31385,Aditya Bhat,0
31386,Vihaan Patel,2
31387,Arjun Mehta,6
31388,Sahil Pillai,2
31389,Rohan Pillai,2
31390,Aditya Iyer,6
31391,Raj Mehta,2
31392,Aditi Sharma,0
31393,Ananya Sharma,5
31394,Isha Joshi,6
31395,Ananya Menon,2
31396,Rohan Verma,2
31397,Aarav Nair,1
31398,Raj Bhat,3
31399,Rohan Joshi,1
31400,Ananya Chopra,5
31401,Raj Agarwal,2
31402,Diya Pillai,5
31403,Pooja Bhat,2
31404,Sahil Pillai,2
31405,Nikhil Reddy,6
31406,Isha Pillai,0
31407,Diya Reddy,2
31408,Rohan Reddy,4
31409,Rohan Kapoor,6
31410,Aditya Deshmukh,0
31411,Karan Sharma,5
31412,Priya Kapoor,6
31413,Nikhil Kapoor,1
31414,Isha Das,6
31415,Priya Verma,4
31416,Aditya Iyer,2
31417,Raj Mehta,5
31418,Karan Gupta,0
31419,Riya Iyer,1
31420,Pooja Deshmukh,0
31421,Arjun Sharma,6
31422,Riya Reddy,0
31423,Isha Joshi,2
31424,Diya Singh,5
31425,Meera Joshi,0
31426,Meera Chopra,2
31427,Priya Menon,6
31428,Aditi Verma,2
31429,Varun Rao,1
31430,Arjun Verma,3
31431,Isha Deshmukh,2
31432,Pooja Bose,6
31433,Sneha Patel,5
31434,Pooja Verma,3
31435,Raj Joshi,4
31436,Vihaan Chopra,5
31437,Pooja Menon,4
31438,Sahil Deshmukh,3
31439,Ananya Deshmukh,0
31440,Isha Menon,2
31441,Diya Joshi,1
31442,Nikhil Kapoor,0
31443,Pooja Reddy,4
31444,Riya Menon,2
31445,Ananya Patel,2
31446,Sneha Iyer,2
31447,Diya Bhat,2
31448,Priya Agarwal,2
31449,Aarav Rao,4
31450,Nikhil Iyer,1
31451,Arjun Gupta,1
31452,Priya Verma,0
31453,Aarav Singh,0
31454,Aditi Gupta,6
31455,Pooja Nair,4
31456,Pooja Das,5
31457,Arjun Sharma,3
31458,Arjun Rao,4
31459,Nikhil Verma,2
31460,Karan Gupta,4
31461,Ananya Patel,5
31462,Isha Verma,2
31463,Priya Menon,6
31464,Sahil Gupta,6
31465,Raj Deshmukh,2
31466,Nikhil Chopra,2
31467,Pooja Sharma,4
31468,Varun Pillai,1
31469,Ananya Nair,5
31470,Aditi Agarwal,2
31471,Varun Menon,1
31472,Diya Das,5
31473,Meera Iyer,2
31474,Aarav Joshi,3
31475,Rohan Patel,5
31476,Nikhil Nair,1
31477,Diya Agarwal,2
31478,Karan Sharma,2
31479,Aditi Singh,1
31480,Rohan Rao,3
31481,Kavya Das,0
31482,Isha Nair,4
31483,Sahil Verma,5
31484,Arjun Pillai,4
31485,Sneha Deshmukh,2
31486,Isha Mehta,0
31487,Sahil Menon,0
31488,Raj Sharma,5
31489,Sahil Pillai,3
31490,Aarav Singh,6
31491,Arjun Singh,2
31492,Sahil Singh,2
31493,Diya Joshi,1
31494,Priya Joshi,1
31495,Karan Chopra,1
31496,Ananya Reddy,0
31497,Priya Agarwal,5
31498,Sneha Patel,0
31499,Vihaan Deshmukh,4
31500,Ananya Nair,4
31501,Aditya Nair,2
31502,Aditya Menon,2
31503,Pooja Iyer,1
31504,Raj Mehta,2
31505,Sneha Chopra,5
31506,Pooja Bose,6
31507,Aditi Gupta,2
31508,Varun Nair,0
31509,Aditya Gupta,2
31510,Aarav Sharma,1
31511,Pooja Rao,2
31512,Aarav Sharma,2
31513,Vihaan Verma,3
31514,Raj Nair,6
31515,Isha Bose,6
31516,Sneha Chopra,4
31517,Ananya Iyer,5
31518,Riya Kapoor,1
31519,Riya Iyer,3
31520,Vihaan Mehta,5
31521,Sneha Verma,3
31522,Aditi Iyer,2
31523,Karan Singh,5
31524,Priya Nair,0
31525,Raj Mehta,6
31526,Sahil Singh,5
31527,Rohan Das,0
31528,Varun Iyer,2
31529,Isha Agarwal,2
31530,Aditi Rao,5
31531,Sahil Rao,4
31532,Aarav Singh,2
31533,Varun Mehta,0
31534,Ananya Menon,4
31535,Karan Iyer,6
31536,Aditya Kapoor,0
31537,Priya Bose,3
31538,Ananya Pillai,1
31539,Riya Mehta,3
31540,Vihaan Rao,3
31541,Meera Mehta,2
31542,Isha Kapoor,3
31543,Meera Gupta,4
31544,Diya Bose,1
31545,Ananya Rao,1
31546,Arjun Pillai,2
31547,Sahil Das,3
31548,Arjun Reddy,2
31549,Vihaan Iyer,2
31550,Priya Reddy,5
31551,Varun Reddy,2
31552,Karan Singh,4
31553,Isha Pillai,1
31554,Aarav Singh,0
31555,Vihaan Mehta,4
31556,Meera Singh,4
31557,Karan Verma,2
31558,Sahil Bhat,2
31559,Aarav Iyer,5
31560,Priya Gupta,3
31561,Isha Mehta,1
31562,Raj Das,2
31563,Priya Rao,6
31564,Riya Mehta,0
31565,Varun Rao,6
31566,Riya Deshmukh,2
31567,Sneha Singh,6
31568,Pooja Agarwal,0
31569,Aditi Verma,2
31570,Diya Das,3
31571,Aditya Bose,6
31572,Sahil Sharma,3
31573,Sneha Das,2
31574,Riya Menon,5
31575,Karan Das,0
31576,Aarav Deshmukh,3
31577,Nikhil Deshmukh,3
31578,Kavya Patel,2
31579,Varun Reddy,2
31580,Diya Pillai,4
31581,Arjun Patel,1
31582,Aditi Das,4
31583,Priya Bhat,1
31584,Riya Singh,6
31585,Raj Deshmukh,6
31586,Arjun Mehta,0
31587,Pooja Bose,0
31588,Aditya Gupta,5
31589,Vihaan Singh,2
31590,Diya Bose,6
31591,Kavya Kapoor,1
31592,Aarav Verma,4
31593,Aditi Deshmukh,1
31594,Vihaan Gupta,1
31595,Diya Das,2
31596,Vihaan Rao,2
31597,Aarav Joshi,2
31598,Priya Joshi,2
31599,Sahil Menon,2
31600,Aditya Sharma,0
31601,Aditi Das,6
31602,Rohan Nair,2
31603,Riya Chopra,5
31604,Isha Kapoor,3
31605,Vihaan Das,2
31606,Riya Gupta,5
31607,Kavya Kapoor,5
31608,Aarav Verma,2
31609,Sahil Bose,2
31610,Meera Patel,0
31611,Raj Das,4
31612,Raj Agarwal,6
31613,Sahil Pillai,6
31614,Aarav Nair,1
31615,Raj Rao,6
31616,Rohan Joshi,4
31617,Aarav Deshmukh,1
31618,Varun Bose,4
31619,Aarav Kapoor,3
31620,Aditi Chopra,6
31621,Sneha Deshmukh,2
31622,Arjun Mehta,6
31623,Aditya Rao,4
31624,Arjun Reddy,2
31625,Meera Das,3
31626,Riya Agarwal,2
31627,Ananya Agarwal,0
31628,Pooja Chopra,3
31629,Priya Joshi,3
31630,Riya Menon,1
31631,Priya Kapoor,4
31632,Priya Iyer,5
31633,Aarav Pillai,4
31634,Rohan Verma,0
31635,Sneha Mehta,4
31636,Kavya Agarwal,3
31637,Karan Nair,0
31638,Nikhil Bose,5
31639,Sahil Bhat,6
31640,Sneha Kapoor,2
31641,Meera Das,2
31642,Meera Bhat,5
31643,Sneha Das,1
31644,Nikhil Bhat,0
31645,Karan Bhat,2
31646,Meera Singh,0
31647,Sneha Joshi,2
31648,Riya Bose,6
31649,Aarav Bose,0
31650,Karan Agarwal,4
31651,Aditi Bhat,2
31652,Varun Bhat,5
31653,Diya Gupta,2
31654,Vihaan Reddy,2
31655,Raj Menon,2
31656,Aditi Mehta,4
31657,Kavya Bose,5
31658,Raj Rao,3
31659,Riya Bose,2
31660,Riya Gupta,0
31661,Riya Bhat,3
31662,Raj Chopra,1
31663,Aarav Das,0
31664,Aarav Deshmukh,5
31665,Raj Menon,5
31666,Diya Menon,0
31667,Nikhil Mehta,1
31668,Meera Gupta,2
31669,Varun Nair,3
31670,Ananya Iyer,2
31671,Ananya Agarwal,2
31672,Varun Rao,4
31673,Ananya Mehta,2
31674,Aarav Verma,4
31675,Aarav Rao,5
31676,Varun Rao,2
31677,Vihaan Iyer,4
31678,Priya Rao,2
31679,Aditi Deshmukh,4
31680,Varun Das,6
31681,Nikhil Patel,6
31682,Sahil Bhat,3
31683,Arjun Singh,3
31684,Varun Singh,0
31685,Karan Sharma,3
31686,Meera Das,4
31687,Rohan Iyer,4
31688,Karan Pillai,3
31689,Sahil Bhat,5
31690,Sahil Das,5
31691,Pooja Menon,2
31692,Isha Patel,0
31693,Raj Nair,0
31694,Meera Menon,0
31695,Meera Kapoor,5
31696,Diya Gupta,5
31697,Isha Iyer,1
31698,Meera Bose,2
31699,Nikhil Rao,4
31700,Diya Deshmukh,1
31701,Riya Rao,2
31702,Diya Reddy,4
31703,Aditi Verma,4
31704,Karan Gupta,2
31705,Karan Joshi,1
31706,Raj Patel,2
31707,Pooja Agarwal,6
31708,Aditi Bose,3
31709,Aditya Iyer,2
31710,Aarav Bose,3
31711,Ananya Bhat,3
31712,Riya Gupta,6
31713,Sahil Patel,5
31714,Diya Agarwal,3
31715,Rohan Das,0
31716,Riya Mehta,2
31717,Vihaan Sharma,5
31718,Isha Joshi,2
31719,Riya Das,5
31720,Raj Joshi,2
31721,Pooja Bose,1
31722,Raj Pillai,5
31723,Raj Mehta,2
31724,Raj Gupta,6
31725,Aarav Verma,0
31726,Varun Sharma,2
31727,Isha Gupta,2
31728,Riya Iyer,2
31729,Isha Mehta,0
31730,Sneha Singh,0
31731,Raj Joshi,2
31732,Kavya Iyer,5
31733,Arjun Patel,2
31734,Vihaan Iyer,6
31735,Raj Agarwal,6
31736,Sneha Iyer,3
31737,Priya Gupta,2
31738,Pooja Reddy,6
31739,Vihaan Sharma,0
31740,Sahil Iyer,5
31741,Aarav Mehta,5
31742,Aarav Deshmukh,5
31743,Karan Kapoor,6
31744,Meera Bose,3
31745,Vihaan Chopra,4
31746,Karan Joshi,5
31747,Pooja Sharma,3
31748,Ananya Kapoor,1
31749,Sahil Das,1
31750,Aarav Sharma,2
31751,Raj Gupta,2
31752,Riya Deshmukh,2
31753,Nikhil Das,2
31754,Meera Chopra,4
31755,Sahil Reddy,5
31756,Pooja Gupta,4
31757,Rohan Nair,3
31758,Ananya Mehta,0
31759,Arjun Reddy,2
31760,Nikhil Pillai,3
31761,Priya Bhat,4
31762,Kavya Gupta,1
31763,Aditya Nair,2
31764,Pooja Kapoor,2
31765,Isha Joshi,2
31766,Karan Nair,0
31767,Ananya Bhat,6
31768,Isha Das,4
31769,Aditi Patel,3
31770,Aarav Patel,4
31771,Rohan Verma,6
31772,Raj Kapoor,2
31773,Aditya Iyer,4
31774,Ananya Singh,2
31775,Riya Deshmukh,6
31776,Arjun Bose,0
31777,Arjun Deshmukh,3
31778,Vihaan Singh,2
31779,Ananya Bhat,2
31780,Kavya Gupta,0
31781,Ananya Iyer,0
31782,Sneha Patel,0
31783,Rohan Verma,5
31784,Nikhil Singh,4
31785,Meera Patel,3
31786,Varun Rao,2
31787,Karan Kapoor,6
31788,Priya Bhat,3
31789,Priya Menon,1
31790,Pooja Joshi,6
31791,Raj Agarwal,5
31792,Meera Joshi,0
31793,Riya Das,0
31794,Kavya Verma,1
31795,Aditya Pillai,1
31796,Aarav Verma,2
31797,Rohan Bose,0
31798,Rohan Kapoor,6
31799,Arjun Sharma,5
31800,Pooja Joshi,4
31801,Aditya Singh,2
31802,Varun Kapoor,5
31803,Aditi Chopra,4
31804,Rohan Rao,4
31805,Arjun Kapoor,5
31806,Riya Bhat,1
31807,Varun Deshmukh,1
31808,Riya Chopra,0
31809,Priya Rao,3
31810,Karan Kapoor,3
31811,Riya Das,6
31812,Varun Sharma,1
31813,Varun Das,2
31814,Arjun Verma,2
31815,Aditya Deshmukh,1
31816,Arjun Joshi,5
31817,Meera Das,1
31818,Diya Menon,4
31819,Rohan Nair,0
31820,Meera Agarwal,1
31821,Diya Rao,5
31822,Pooja Iyer,4
31823,Sneha Deshmukh,4
31824,Varun Iyer,5
31825,Ananya Verma,2
31826,Vihaan Bhat,2
31827,Ananya Pillai,2
31828,Karan Kapoor,5
31829,Varun Chopra,5
31830,Vihaan Sharma,6
31831,Meera Menon,2
31832,Pooja Nair,2
31833,Priya Nair,2
31834,Aditya Nair,2
31835,Raj Joshi,5
31836,Diya Rao,3
31837,Pooja Iyer,3
31838,Vihaan Pillai,2
31839,Sneha Deshmukh,2
31840,Aditi Patel,4
31841,Meera Kapoor,4
31842,Karan Das,3
31843,Pooja Menon,0
31844,Pooja Iyer,5
31845,Isha Chopra,5
31846,Ananya Pillai,0
31847,Ananya Singh,2
31848,Rohan Patel,4
31849,Varun Pillai,2
31850,Ananya Mehta,2
31851,Sneha Bose,3
31852,Riya Nair,5
31853,Priya Menon,2
31854,Varun Deshmukh,6
31855,Diya Nair,0
31856,Nikhil Nair,6
31857,Diya Das,6
31858,Raj Rao,0
31859,Aditya Pillai,3
31860,Arjun Bhat,6
31861,Arjun Verma,1
31862,Aarav Das,2
31863,Kavya Menon,6
31864,Pooja Bose,1
31865,Sahil Verma,2
31866,Diya Rao,2
31867,Arjun Bose,0
31868,Sneha Mehta,2
31869,Aarav Nair,3
31870,Aditi Nair,6
31871,Raj Chopra,4
31872,Pooja Reddy,2
31873,Raj Joshi,3
31874,Rohan Nair,1
31875,Raj Iyer,2
31876,Nikhil Verma,3
31877,Varun Patel,4
31878,Meera Nair,2
31879,Varun Das,2
31880,Rohan Reddy,3
31881,Karan Iyer,3
31882,Kavya Kapoor,4
31883,Aarav Gupta,4
31884,Vihaan Patel,3
31885,Riya Menon,3
31886,Varun Iyer,5
31887,Karan Agarwal,6
31888,Vihaan Menon,4
31889,Kavya Pillai,6
31890,Meera Mehta,5
31891,Priya Chopra,4
31892,Kavya Mehta,1
31893,Sahil Kapoor,5
31894,Aditya Menon,1
31895,Priya Gupta,1
31896,Aarav Iyer,3
31897,Riya Iyer,6
31898,Aarav Deshmukh,2
31899,Vihaan Menon,0
31900,Priya Verma,5
31901,Vihaan Reddy,2
31902,Rohan Mehta,4
31903,Karan Chopra,6
31904,Varun Sharma,2
31905,Sneha Mehta,6
31906,Aarav Chopra,3
31907,Priya Joshi,1
31908,Priya Chopra,2
31909,Raj Deshmukh,2
31910,Kavya Agarwal,2
31911,Diya Patel,2
31912,Aarav Das,0
31913,Kavya Sharma,1
31914,Sneha Pillai,2
31915,Isha Verma,3
31916,Raj Agarwal,6
31917,Raj Kapoor,3
31918,Varun Chopra,2
31919,Rohan Nair,3
31920,Kavya Patel,5
31921,Rohan Sharma,5
31922,Sneha Menon,2
31923,Pooja Deshmukh,4
31924,Isha Rao,2
31925,Arjun Rao,0
31926,Priya Bose,2
31927,Raj Agarwal,6
31928,Arjun Pillai,3
31929,Sneha Nair,2
31930,Pooja Joshi,6
31931,Varun Menon,5
31932,Ananya Iyer,4
31933,Raj Sharma,2
31934,Varun Agarwal,6
31935,Rohan Mehta,6
31936,Raj Chopra,2
31937,Varun Mehta,5
31938,Aarav Pillai,2
31939,Raj Bose,1
31940,Aarav Iyer,4
31941,Sneha Rao,5
31942,Arjun Bhat,4
31943,Aditi Menon,0
31944,Aditi Bhat,0
31945,Isha Verma,2
31946,Aditi Joshi,2
31947,Pooja Deshmukh,3
31948,Raj Bose,5
31949,Ananya Mehta,5
31950,Ananya Bose,6
31951,Aditi Kapoor,4
31952,Diya Deshmukh,4
31953,Vihaan Singh,0
31954,Arjun Reddy,1
31955,Rohan Rao,2
31956,Meera Iyer,2
31957,Aditya Iyer,2
31958,Sneha Singh,0
31959,Meera Deshmukh,5
31960,Priya Chopra,3
31961,Aditi Deshmukh,6
31962,Isha Iyer,5
31963,Riya Nair,5
31964,Isha Gupta,2
31965,Aditi Rao,2
31966,Isha Sharma,2
31967,Kavya Bhat,6
31968,Aditya Nair,6
31969,Aditya Mehta,6
31970,Ananya Rao,5
31971,Pooja Patel,6
31972,Meera Gupta,2
31973,Rohan Rao,2
31974,Ananya Joshi,4
31975,Sahil Das,2
31976,Priya Menon,6
31977,Diya Chopra,1
31978,Diya Chopra,4
31979,Aditya Menon,4
31980,Aarav Joshi,3
31981,Aarav Joshi,2
31982,Isha Sharma,1
31983,Aarav Patel,3
31984,Nikhil Menon,6
31985,Riya Menon,2
31986,Kavya Das,2
31987,Sahil Nair,6
31988,Kavya Pillai,3
31989,Riya Singh,4
31990,Rohan Joshi,3
31991,Ananya Pillai,5
31992,Ananya Bhat,2
31993,Riya Sharma,3
31994,Rohan Patel,0
31995,Arjun Agarwal,2
31996,Aarav Rao,0
31997,Aditya Reddy,2
31998,Raj Verma,4
31999,Rohan Nair,3
32000,Aditi Menon,6
32001,Meera Menon,4
32002,Isha Reddy,5
32003,Isha Bhat,1
32004,Rohan Mehta,5
32005,Aditya Menon,0
32006,Meera Nair,5
32007,Priya Gupta,3
32008,Sahil Pillai,1
32009,Aarav Menon,6
32010,Isha Verma,3
32011,Raj Agarwal,1
32012,Riya Pillai,5
32013,Meera Bhat,6
32014,Raj Sharma,0
32015,Priya Bose,5
32016,Aditi Singh,0
32017,Sneha Nair,5
32018,Aditi Nair,2
32019,Kavya Sharma,4
32020,Aarav Chopra,4
32021,Aditya Kapoor,0
32022,Nikhil Verma,0
32023,Diya Bose,6
32024,Varun Nair,3
32025,Aarav Iyer,0
32026,Karan Bhat,2
32027,Kavya Sharma,1
32028,Pooja Reddy,1
32029,Vihaan Pillai,2
32030,Karan Mehta,1
32031,Aarav Bose,2
32032,Aditi Nair,6
32033,Varun Singh,4
32034,Raj Bhat,3
32035,Ananya Pillai,2
32036,Karan Iyer,0
32037,Ananya Das,5
32038,Priya Kapoor,2
32039,Sneha Menon,3
32040,Pooja Verma,0
32041,Vihaan Das,2
32042,Meera Reddy,5
32043,Karan Agarwal,3
32044,Raj Reddy,2
32045,Riya Kapoor,3
32046,Karan Bose,1
32047,Vihaan Mehta,3
32048,Rohan Iyer,1
32049,Nikhil Deshmukh,2
32050,Meera Rao,2
32051,Isha Nair,3
32052,Diya Chopra,2
32053,Pooja Das,2
32054,Sneha Bose,4
32055,Kavya Iyer,2
32056,Diya Joshi,3
32057,Isha Reddy,3
32058,Aditya Rao,4
32059,Diya Pillai,0
32060,Nikhil Chopra,2
32061,Varun Menon,3
32062,Arjun Singh,3
32063,Aditya Sharma,0
32064,Vihaan Reddy,5
32065,Aarav Chopra,5
32066,Raj Bose,2
32067,Kavya Joshi,4
32068,Kavya Iyer,1
32069,Nikhil Sharma,1
32070,Sahil Rao,3
32071,Karan Das,5
32072,Priya Rao,0
32073,Rohan Gupta,3
32074,Pooja Mehta,1
32075,Kavya Nair,2
32076,Priya Iyer,0
32077,Rohan Iyer,0
32078,Aditi Menon,5
32079,Riya Bose,5
32080,Isha Agarwal,5
32081,Arjun Menon,6
32082,Riya Nair,5
32083,Rohan Joshi,5
32084,Arjun Bose,3
32085,Aditya Iyer,0
32086,Karan Gupta,2
32087,Aditi Menon,2
32088,Aditya Reddy,3
32089,Pooja Mehta,3
32090,Ananya Gupta,1
32091,Isha Pillai,3
32092,Raj Verma,4
32093,Rohan Deshmukh,5
32094,Priya Bhat,6
32095,Aditya Kapoor,2
32096,Aditya Patel,2
32097,Priya Agarwal,6
32098,Priya Nair,3
32099,Kavya Singh,0
32100,Karan Sharma,3
32101,Aditya Gupta,3
32102,Diya Chopra,6
32103,Isha Agarwal,3
32104,Riya Reddy,6
32105,Pooja Nair,1
32106,Aditya Patel,3
32107,Raj Rao,2
32108,Karan Sharma,1
32109,Kavya Sharma,3
32110,Ananya Singh,2
32111,Ananya Verma,6
32112,Arjun Pillai,0
32113,Karan Patel,1
32114,Aditi Joshi,3
32115,Priya Reddy,4
32116,Aarav Gupta,3
32117,Priya Nair,1
32118,Aarav Iyer,2
32119,Nikhil Rao,0
32120,Raj Reddy,0
32121,Karan Reddy,4
32122,Sneha Reddy,0
32123,Sneha Iyer,0
32124,Riya Chopra,5
32125,Ananya Verma,1
32126,Aarav Chopra,2
32127,Kavya Pillai,2
32128,Ananya Deshmukh,2
32129,Varun Deshmukh,6
32130,Nikhil Rao,5
32131,Aditi Das,6
32132,Aditya Agarwal,1
32133,Aditi Menon,1
32134,Priya Iyer,2
32135,Pooja Joshi,5
32136,Kavya Reddy,4
32137,Raj Patel,4
32138,Priya Rao,0
32139,Arjun Verma,4
32140,Diya Chopra,0
32141,Nikhil Iyer,1
32142,Aditi Verma,2
32143,Riya Mehta,0
32144,Vihaan Deshmukh,3
32145,Raj Joshi,4
32146,Pooja Pillai,5
32147,Ananya Bhat,3
32148,Sneha Bose,1
32149,Karan Verma,6
32150,Diya Joshi,5
32151,Vihaan Sharma,2
32152,Isha Agarwal,3
32153,Vihaan Mehta,4
32154,Varun Singh,2
32155,Arjun Patel,2
32156,Arjun Pillai,2
32157,Arjun Bhat,1
32158,Meera Kapoor,2
32159,Riya Sharma,2
32160,Sahil Gupta,0
32161,Nikhil Pillai,4
32162,Riya Verma,1
32163,Priya Mehta,2
32164,Varun Patel,5
32165,Arjun Bhat,2
32166,Sahil Rao,6
32167,Rohan Nair,0
32168,Kavya Reddy,3
32169,Raj Singh,2
32170,Diya Reddy,4
32171,Sneha Menon,1
32172,Sneha Pillai,5
32173,Aditya Bhat,6
32174,Aditya Deshmukh,1
32175,Ananya Joshi,3
32176,Diya Mehta,6
32177,Aditya Sharma,2
32178,Aarav Nair,1
32179,Rohan Iyer,5
32180,Kavya Gupta,1
32181,Meera Bhat,3
32182,Aarav Sharma,1
32183,Sneha Mehta,4
32184,Nikhil Rao,2
32185,Vihaan Sharma,5
32186,Aarav Gupta,3
32187,Arjun Verma,6
32188,Nikhil Das,0
32189,Arjun Bose,2
32190,Diya Joshi,1
32191,Varun Agarwal,1
32192,Aditi Pillai,2
32193,Pooja Rao,5
32194,Aditi Kapoor,2
32195,Aditi Menon,0
32196,Aditi Rao,2
32197,Aditya Patel,0
32198,Rohan Pillai,4
32199,Vihaan Deshmukh,2
32200,Raj Iyer,5
32201,Kavya Menon,2
32202,Isha Patel,3
32203,Ananya Gupta,0
32204,Riya Das,3
32205,Kavya Pillai,2
32206,Vihaan Bose,0
32207,Kavya Sharma,5
32208,Kavya Bose,5
32209,Sahil Das,6
32210,Raj Reddy,3
32211,Nikhil Patel,3
32212,Nikhil Chopra,4
32213,Sahil Menon,5
32214,Aditya Reddy,2
32215,Priya Deshmukh,0
32216,Aditya Bhat,3
32217,Isha Singh,1
32218,Karan Kapoor,6
32219,Rohan Gupta,0
32220,Karan Singh,2
32221,Aarav Menon,5
32222,Aditi Chopra,2
32223,Karan Joshi,3
32224,Vihaan Agarwal,2
32225,Kavya Nair,0
32226,Meera Kapoor,4
32227,Priya Iyer,6
32228,Priya Bose,2
32229,Sahil Verma,4
32230,Arjun Bose,2
32231,Sahil Singh,2
32232,Aditya Bose,1
32233,Ananya Agarwal,2
32234,Varun Iyer,2
32235,Varun Menon,2
32236,Varun Pillai,4
32237,Sahil Verma,4
32238,Nikhil Deshmukh,3
32239,Pooja Joshi,0
32240,Meera Singh,2
32241,Varun Patel,2
32242,Varun Nair,0
32243,Nikhil Kapoor,3
32244,Pooja Chopra,1
32245,Varun Chopra,6
32246,Pooja Mehta,2
32247,Isha Bhat,5
32248,Aarav Joshi,3
32249,Meera Chopra,0
32250,Sahil Gupta,0
32251,Nikhil Patel,5
32252,Aditi Deshmukh,4
32253,Aditi Singh,1
32254,Arjun Kapoor,2
32255,Raj Gupta,2
32256,Arjun Sharma,2
32257,Aarav Mehta,1
32258,Rohan Das,3
32259,Aarav Gupta,3
32260,Aditya Mehta,1
32261,Vihaan Verma,4
32262,Karan Agarwal,0
32263,Aditi Agarwal,1
32264,Rohan Menon,2
32265,Riya Mehta,3
32266,Diya Deshmukh,4
32267,Ananya Rao,0
32268,Karan Kapoor,5
32269,Priya Kapoor,2
32270,Karan Singh,2
32271,Diya Bhat,3
32272,Pooja Sharma,4
32273,Sahil Deshmukh,2
32274,Raj Reddy,3
32275,Karan Pillai,2
32276,Vihaan Verma,0
32277,Karan Nair,2
32278,Vihaan Sharma,5
32279,Riya Singh,3
32280,Aarav Agarwal,1
32281,Vihaan Gupta,5
32282,Isha Patel,2
32283,Karan Patel,5
32284,Rohan Chopra,2
32285,Meera Mehta,4
32286,Kavya Gupta,2
32287,Aditya Singh,1
32288,Meera Nair,3
32289,Vihaan Menon,2
32290,Ananya Bose,4
32291,Rohan Gupta,0
32292,Nikhil Das,1
32293,Meera Reddy,2
32294,Riya Menon,6
32295,Aditya Sharma,1
32296,Raj Pillai,1
32297,Karan Sharma,1
32298,Varun Agarwal,2
32299,Nikhil Deshmukh,6
32300,Varun Nair,2
32301,Aditi Pillai,2
32302,Diya Chopra,2
32303,Aditya Bhat,2
32304,Kavya Nair,5
32305,Kavya Das,0
32306,Sahil Chopra,3
32307,Nikhil Reddy,3
32308,Karan Verma,4
32309,Aarav Patel,5
32310,Arjun Sharma,6
32311,Ananya Das,2
32312,Aditya Chopra,5
32313,Isha Reddy,6
32314,Riya Bose,2
32315,Aarav Verma,3
32316,Isha Sharma,0
32317,Aditya Mehta,2
32318,Ananya Sharma,4
32319,Nikhil Bhat,5
32320,Sahil Sharma,3
32321,Raj Bhat,4
32322,Aditi Patel,2
32323,Ananya Verma,2
32324,Ananya Menon,2
32325,Ananya Bose,0
32326,Sneha Nair,3
32327,Riya Patel,2
32328,Ananya Reddy,5
32329,Vihaan Reddy,6
32330,Arjun Singh,0
32331,Nikhil Deshmukh,0
32332,Pooja Nair,0
32333,Aditya Chopra,6
32334,Sneha Patel,2
32335,Aarav Gupta,0
32336,Aditya Joshi,2
32337,Meera Kapoor,5
32338,Rohan Gupta,2
32339,Riya Reddy,3
32340,Aarav Sharma,2
32341,Raj Das,4
32342,Ananya Reddy,6
32343,Arjun Gupta,2
32344,Karan Bose,4
32345,Pooja Kapoor,1
32346,Sahil Gupta,2
32347,Vihaan Pillai,6
32348,Raj Mehta,2
32349,Meera Sharma,2
32350,Sahil Das,0
32351,Priya Menon,3
32352,Meera Joshi,4
32353,Isha Das,0
32354,Meera Agarwal,2
32355,Sneha Deshmukh,6
32356,Meera Patel,1
32357,Vihaan Joshi,2
32358,Aditi Deshmukh,0
32359,Rohan Pillai,1
32360,Ananya Agarwal,2
32361,Pooja Gupta,5
32362,Isha Nair,5
32363,Karan Das,5
32364,Arjun Joshi,5
32365,Aarav Iyer,6
32366,Kavya Gupta,1
32367,Diya Gupta,3
32368,Karan Patel,1
32369,Raj Singh,4
32370,Priya Kapoor,3
32371,Aditya Verma,0
32372,Vihaan Nair,2
32373,Rohan Mehta,0
32374,Karan Das,5
32375,Karan Patel,6
32376,Rohan Iyer,2
